IZ_MMS	NZ_MMS	OCLC	BIB_LEVEL	DOC	TAG	IND	FIELD
990212823160306576	9910943052206561	43318794	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212826050306576	9910943085506561	20519345	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212827050306576	9910943031406561	23804498	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212828740306576	9910943054106561	20524775	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212835300306576	9910943072106561	13125093	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212846900306576	9910943088806561	21976474	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212847960306576	9910943027906561	21029845	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212848280306576	9910943068306561	12083755	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212848880306576	9910943065006561	6090958	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212849700306576	9910943090506561	8110607	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212850420306576	9910943098206561	48223690	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990212858460306576	9910943041506561	38897775	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990231981610306576	9910649118806561	23573981	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990231982070306576	9910891555506561	1755104	s	 	590	  	$a Issues for 1903-22, in v. 20. $5 FTaSU $9 LOCAL
990232032040306576	9910900413306561	5201921	s	 	590	  	$a Microfiche has title: Report. $5 FTaSU $9 LOCAL
990232124440306576	9910649068306561	ocn606119606	m	 	590	  	$a Florida State University faculty publication. $5 FTaSU $9 LOCAL
990232195740306576	9910649127906561	12572980	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232243660306576	9910900386406561	5635377	s	 	590	  	$a Library has: reel 9 (1961-71). $5 FTaSU $9 LOCAL
990232285150306576	9910900401406561	80613000	m	 	590	  	$a Photoreproduction. Abingdon, [Eng.] Professional Books, 1976. $5 FTaSU $9 LOCAL
990232285150306576	9910900401406561	80613000	m	 	590	  	$a Containing reports of cases argued and determined in the superior Courts in Ireland. $5 FTaSU $9 LOCAL
990232285150306576	9910900401406561	80613000	m	 	590	  	$a The Irish common law reports split in 1866 into: The Irish reports. Equity series and: The Irish reports. Common law series. $5 FTaSU $9 LOCAL
990232285150306576	9910900401406561	80613000	m	 	590	  	$a Continues in part: The Irish common law reports. $5 FTaSU $9 LOCAL
990232285150306576	9910900401406561	80613000	m	 	590	  	$a Merged with: The Irish reports. Common law series to form: The Law reports (Ireland). $5 FTaSU $9 LOCAL
990232315590306576	9910696697206561	12368990	s	 	590	  	$a Previous call number: Film PR 2593M. $5 FTaSU $9 LOCAL
990232372800306576	9910696722706561	18770049	s	 	590	  	$a Vol. 1987 includes vol. for 1988 of serial under its earlier title. $5 FTaSU $9 LOCAL
990232405300306576	9910792257006561	20046435	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232431450306576	9910792239706561	20970995	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232461590306576	9910792271106561	61359722	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232474400306576	9910792244306561	81597606	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232511330306576	9910792259206561	17197657	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232532380306576	9910941402406561	24106411	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232534510306576	9910714555206561	14389652	m	 	590	  	$a Partial guide to Film 4118. $5 FTaSU $9 LOCAL
990232540440306576	9910941401406561	21644366	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232552760306576	9910941396806561	23355545	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232581020306576	9910792443706561	6238526	m	 	590	  	$a Looseleaf for updating. $5 FTaSU $9 LOCAL
990232620600306576	9910714531806561	8038059	m	 	590	  	$a Accompanies microfilm shelved separately under: Micr Film 9251. $5 FTaSU $9 LOCAL
990232622390306576	9910714566106561	15614303	m	 	590	  	$a Accompanies film shelved separately under: Film 9253. $5 FTaSU $9 LOCAL
990232624050306576	9910714570606561	22011462	m	 	590	  	$a Accompanies film shelved separately under: Micr Film 9252. $5 FTaSU $9 LOCAL
990232722120306576	9910941380206561	501813202	m	 	490	0 	$a Who's buying series $5 FTaSU
990232722120306576	9910941380206561	501813202	m	 	500	  	$a Chiefly tables. $5 FTaSU
990232722120306576	9910941380206561	501813202	m	 	500	  	$a Based on data from the Bureau of Labor Statistics' 2006 Consumer Expenditure Survey. $5 FTaSU
990232723130306576	9910941357906561	501814082	m	 	490	0 	$a Who's buying series $5 FTaSU
990232723130306576	9910941357906561	501814082	m	 	500	  	$a Chiefly tables. $5 FTaSU
990232723130306576	9910941357906561	501814082	m	 	500	  	$a Based on data from the Bureau of Labor Statistics' 2007 Consumer Expenditure Survey. $5 FTaSU
990232726150306576	9910941405606561	501814133	m	 	490	0 	$a Who's buying series $5 FTaSU
990232726150306576	9910941405606561	501814133	m	 	500	  	$a Chiefly tables. $5 FTaSU
990232726150306576	9910941405606561	501814133	m	 	500	  	$a Based on data from the Bureau of Labor Statistics' 2007 Consumer Expenditure Survey. $5 FTaSU
990232732530306576	9910714525206561	15518278	m	a	590	  	$a Material is duplicated by v. 11 of Monumentos de la música española (M2.M4845). $5 FTaSU $9 LOCAL
990232733890306576	9910714577406561	18769640	s	 	362	0 	$a 1985- $5 FTaSU
990232733890306576	9910714577406561	18769640	s	 	500	  	$a Title from cover. $5 FTaSU
990232733890306576	9910714577406561	18769640	s	 	780	00	$a International Maritime Organization. $t Catalogue $w (DLC) 84642335 $w (OCoLC)10570425 $5 FTaSU
990232733890306576	9910714577406561	18769640	s	 	785	00	$a International Maritime Organization. $t Publications catalogue $5 FTaSU
990232734510306576	9910941367606561	13892065	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232740330306576	9910714605706561	21525315	m	f	590	  	$a Map in pocket. $5 FTaSU $9 LOCAL
990232748170306576	9910941433606561	12094865	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232751690306576	9910941345206561	29936053	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990232761200306576	9910955022906561	6597511	m	 	590	  	$a Indexed by: LAW Film 42. $5 FTaSU $9 LOCAL
990232761200306576	9910955022906561	6597511	m	 	590	  	$a Accompanied by pamphlet. $5 FTaSU $9 LOCAL
990232761520306576	9910955055006561	6597514	m	 	590	  	$a Index to: LAW Film 41. $5 FTaSU $9 LOCAL
990232761520306576	9910955055006561	6597514	m	 	590	  	$a Accompanied by pamphlet. $5 FTaSU $9 LOCAL
990232761860306576	9910955077706561	6597518	m	 	590	  	$a Accompanied by pamphlet. $5 FTaSU $9 LOCAL
990232762210306576	9910955020606561	6597526	m	 	590	  	$a Accompanied by pamphlet. $5 FTaSU $9 LOCAL
990232875440306576	9910955103306561	6937993	m	 	590	  	$a Library has only vol. 1. $5 FTaSU $9 LOCAL
990232875450306576	9910956822306561	23173082	m	z	590	  	$a Errata pages inserted. $5 FTaSU $9 LOCAL
990232893960306576	9910704154606561	627577	m	 	590	  	$a Plates 8 & 9 are missing. $5 FTaSU $9 LOCAL
990232980580306576	9910756083306561	19007951	s	 	590	  	$a 1986-1989 ; bound with 1985 from preceding entry. $5 FTaSU $9 LOCAL
990232986760306576	9910755999406561	20418483	m	 	490	0 	$a Curriculum matters ; $v 14 $5 FTaSU
990232986760306576	9910755999406561	20418483	m	 	500	  	$a At head of title: Department of Education and Science. $5 FTaSU
990233006950306576	9910755986906561	3959119	s	 	590	  	$a v. 1-14, no. 1 1699-Jan./Mar. 1712 $5 FTaSU $9 LOCAL
990233041190306576	9910874360106561	05484381	m	 	500	  	$a This is number 10 of an edition limited to 500 copies. $5 FTaSU
990233041190306576	9910874360106561	05484381	m	 	500	  	$a Includes index and illus. $5 FU $5 FTaSU
990233041190306576	9910874360106561	05484381	m	 	500	  	$a This is number 9 of an edition limited to 500 copies. $5 FU
990233041190306576	9910874360106561	05484381	m	 	500	  	$a Reproduced in 1975 by Historic Urban Plans ... from an etching in its collection. $5 FU $5 FTaSU
990233041190306576	9910874360106561	05484381	m	 	500	  	$a Facsimile. $5 FU $5 FTaSU
990233041190306576	9910874360106561	05484381	m	 	500	  	$a Relief shown pictorially. $5 FU $5 FTaSU
990233041190306576	9910874360106561	05484381	m	 	691	 9	$a Pompeii Region (Italy) $y 1788 $x No scale. $5 FU
990233041190306576	9910874360106561	05484381	m	 	691	 9	$a Italy $z Pompeii Region $y 1788 $x No scale. $5 FU
990233041190306576	9910874360106561	05484381	m	 	691	 9	$a Italy $x Facsimilies $z Pompeii Region $y 1788 $x No scale. $5 FU
990233041190306576	9910874360106561	05484381	m	 	691	 9	$a Italy $x Early works to 1800 $z Pompeii Region $y 1788 $x No scale. $5 FU
990233041190306576	9910874360106561	05484381	m	 	691	 9	$a Pompeii (Extinct city) $y 1788 $x No scale. $5 FU
990233041190306576	9910874360106561	05484381	m	 	691	 9	$a Pompeii (Extinct city) $x Facsimilies $y 1788 $x No scale. $5 FU
990233041190306576	9910874360106561	05484381	m	 	691	 9	$a Pompeii (Extinct city) $x Early works to 1800 $y 1788 $x No scale. $5 FU
990233061760306576	9910756044706561	23057580	m	l	590	  	$a Material is duplicated by v. 13 of Monumentos de la música española (M2.M4845.) $5 FTaSU $9 LOCAL
990233096620306576	9910749609506561	1545871	m	 	590	  	$a Library holdings include volumes 1&2. $5 FTaSU $9 LOCAL
990233096620306576	9910749609506561	1545871	m	 	590	  	$a Gift of F. van Brusselen. $5 FTaSU $9 LOCAL
990233161600306576	9910812512506561	2899068	s	 	590	  	$a Includes 1970-71 of serial under its later title. $5 FTaSU $9 LOCAL
990233184060306576	9910812512806561	3503915	m	n	590	  	$a Locally produced copy on cassette format. $5 FTaSU $9 LOCAL
990233187410306576	9910812520206561	4109153	m	n	590	  	$a Locally produced copy on cassette format. $5 FTaSU $9 LOCAL
990233191130306576	9910812516306561	05424408	m	 	490	0 	$a Clinical anesthesia ; $v 1/1963 $5 FTaSU
990233191130306576	9910812516306561	05424408	m	 	500	  	$a Articles by various contributors. $5 FTaSU
990233198620306576	9910812547506561	8498079	m	n	590	  	$a Locally produced copy on cassette format. $5 FTaSU $9 LOCAL
990233229930306576	9910812587106561	11777354	m	 	590	  	$a Accompanied by a guide : Micr Z6616.R88 P5 $5 FTaSU $9 LOCAL
990233299190306576	9910812577306561	05637887	s	 	362	0 	$a Heft 1- $5 FTaSU
990233299190306576	9910812577306561	05637887	s	 	500	  	$a Description based on: heft 79; title from cover. $5 FTaSU
990233353750306576	9910941413206561	19373730	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233357300306576	9910782542206561	802164	m	 	590	  	$a SuDoc No.: 1.11: $5 FTaSU $9 LOCAL
990233357300306576	9910782542206561	802164	m	 	590	  	$a Item No.: 908 $5 FTaSU $9 LOCAL
990233360240306576	9910812535806561	9026204	s	 	590	  	$a Issues for Sep. 1997- included in: Fabricare resources : the Fabricare journal of technical information. $5 FTaSU $9 LOCAL
990233412010306576	9910962071506561	19589536	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233417910306576	9910962092406561	9350300	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233425670306576	9910962061206561	36051527	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233426000306576	9910962122306561	36051526	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233426310306576	9910962031006561	36051515	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233427340306576	9910962101806561	36051516	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233431360306576	9910962042406561	36051509	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233443280306576	9910962030306561	19521678	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233444730306576	9910962112906561	6086238	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233467900306576	9910962093806561	ocn702096027	m	 	590	  	$a Purchased with special funds. $5 FTaSU $9 LOCAL
990233469700306576	9910962090906561	28631288	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233470440306576	9910962044206561	48055821	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233470790306576	9910962123606561	20595461	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233485020306576	9910962069906561	45388603	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233487030306576	9910962124606561	20319750	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233568930306576	9910953122306561	05724659	m	 	490	1 	$a Professional paper - U.S. Geological Survey ; 221-F, Plate 19 $5 FTaSU
990233568930306576	9910953122306561	05724659	m	 	500	  	$a Panhandle in inset. $5 FTaSU
990233568930306576	9910953122306561	05724659	m	 	500	  	$a Includes index to topographic quadrangle maps. $5 FTaSU
990233575550306576	9910782521106561	1564321	s	 	590	  	$a Early volumes are on microfilm. See: LAW Film 53. $5 FTaSU $9 LOCAL
990233590170306576	9910962042506561	11090367	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233596450306576	9910962079806561	24581700	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233609730306576	9910962101606561	14965281	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233611150306576	9910962079506561	11811893	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233618210306576	9910962061406561	13321051	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233619010306576	9910962030606561	22313751	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233620770306576	9910962057006561	25372602	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233626940306576	9910962129306561	10732797	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233628360306576	9910962050206561	30548191	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233694110306576	9910962050006561	8551910	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233698960306576	9910962115706561	10457865	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233699290306576	9910962083606561	21593439	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233700380306576	9910962058806561	13330103	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233700690306576	9910962062706561	9621513	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233706000306576	9910962046906561	ocn650437583	m	 	590	  	$a Library's copy does not include errata slip. $5 FTaSU $9 LOCAL
990233738880306576	9910718597306561	647555	m	h	590	  	$a - $5 FTaSU $9 LOCAL
990233787630306576	9910875607306561	ocn639163152	m	 	590	  	$a Purchased with special funds. $5 FTaSU $9 LOCAL
990233811960306576	9910875598606561	15625013	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233817620306576	9910875577906561	45167558	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233827370306576	9910875633406561	13882967	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233828400306576	9910875582906561	49618483	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233829050306576	9910875569606561	6555451	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990233876340306576	9910922767506561	ocn173672112	m	 	590	  	$a Library has: nos. 18-19, 22-26. $5 FTaSU $9 LOCAL
990233998380306576	9910948371806561	5223485	m	 	590	  	$a Accompanied by a guide : Micr Z6616.W56 B64 $5 FTaSU $9 LOCAL
990234037810306576	9910851243106561	19799968	m	a	590	  	$a Shevled in Library Research. $5 FTaSU $9 local
990234037810306576	9910851243106561	19799968	m	a	590	  	$a Another copy: M Film 263 reel 10 $5 FTaSU $9 local
990234069980306576	9910621119706561	2592229	s	 	590	  	$a Latest ed. only on Reference. $5 FTaSU $9 LOCAL
990234178370306576	9910958602406561	78099983	m	 	590	  	$a Florida State University faculty publication. $5 FTaSU $9 LOCAL
990234196850306576	9910678770806561	657775	m	l	590	  	$a Shelved in Library Research (copy 1). Copy 2 in main stacks. $5 FTaSU $9 LOCAL
990234431860306576	9910875561806561	19538243	m	 	590	  	$a Asian Religions Collection. $5 FTaSU $9 LOCAL
990257066550306576	9910960674106561	6448670	m	 	590	  	$a 3-4-86, exchange. FG5832. $5 FTaSU $9 local
990257066830306576	9910960689706561	6448688	m	 	590	  	$a 3-4-86, exchange. FG5830. $5 FTaSU $9 LOCAL
990257072550306576	9910960707206561	6685225	m	 	590	  	$a 11-8-83, State gift. SG2245. $5 FTaSU $9 LOCAL
990257074590306576	9910960755206561	6896269	s	 	590	  	$a Library holdings: v.17 (1983); v.18 (1984); v.20 (1986) $5 FTaSU $9 LOCAL
990257074590306576	9910960755206561	6896269	s	 	590	  	$a 3-14-84, Hacker, $145.00. v.17: FP3381. $5 FTaSU $9 LOCAL
990257074590306576	9910960755206561	6896269	s	 	590	  	$a 11-13-84, Dealer's Choice, $158.00. v.18: FP4656. $5 FTaSU $9 LOCAL
990257074590306576	9910960755206561	6896269	s	 	590	  	$a 10-10-86, Dealer's Choice, $163.00. v.20: S6535. $5 FTaSU $9 LOCAL
990257078650306576	9910960708206561	6930441	m	 	590	  	$a 11-16-82, State gift. SG307. $5 FTaSU $9 LOCAL
990257082120306576	9910960721906561	7028811	m	 	590	  	$a 3-26-87, publisher, $10.00. FP7089. $5 FTaSU $9 LOCAL
990257088810306576	9910960751006561	7181991	m	 	590	  	$a 10-28-83, exchange. FG2029. $5 FTaSU $9 LOCAL
990257090530306576	9910960677406561	7203997	m	 	590	  	$a 7-21-83, State gift. SG1572. $5 FTaSU $9 local
990257094310306576	9910960708306561	7306217	m	 	590	  	$a 3-4-86, exchange. FG5829. $5 FTaSU $9 local
990257095490306576	9910960688306561	7393822	m	 	590	  	$a 4-12-85, Michael Shamansky, $265.00. FP4923. $5 FTaSU $9 LOCAL
990257095790306576	9910960671706561	7400108	m	 	590	  	$a 10-27-83, State gift. SG1986. $5 FTaSU $9 local
990257097810306576	9910960685006561	7435561	m	f	590	  	$a 1-20-83, Foundation gift. FG486. $5 FTaSU $9 LOCAL
990257099660306576	9910960712006561	7490297	m	 	590	  	$a 9-7-90, Foundation gift. FG11313. $5 FTaSU $9 LOCAL
990257101390306576	9910960707306561	7555223	m	 	590	  	$a 7-22-83, State gift. SG1620. $5 FTaSU $9 local
990257103580306576	9910960724506561	7586953	m	 	590	  	$a 7-22-83, State gift. c.1: SG1605. $5 FTaSU $9 LOCAL
990257103580306576	9910960724506561	7586953	m	 	590	  	$a 11-4-83, State gift. c.2: SG2122. $5 FTaSU $9 LOCAL
990257114370306576	9910960684006561	239060	m	 	590	  	$a 4-12-85, Michael Shamansky, $40.00. FP4935. $5 FTaSU $9 LOCAL
990257116990306576	9910960739306561	7915153	m	 	590	  	$a 3-26-87, publisher, $10.00. FP7088. $5 FTaSU $9 LOCAL
990257118400306576	9910960679406561	7930325	m	 	590	  	$a 10-28-83, Foundation gift. FG2052. $5 FTaSU $9 LOCAL
990257118670306576	9910960712706561	7935918	m	 	590	  	$a 4-4-83, ? , ? . FP894. $5 FTaSU $9 LOCAL
990257127850306576	9910960752506561	8080820	m	 	590	  	$a 11-8-83, State gift. SG2235. $5 FTaSU $9 LOCAL
990257129030306576	9910960706906561	8101682	m	 	590	  	$a 6-69, ArsArtis, $10.80. 5480. $5 FTaSU $9 LOCAL
990257130830306576	9910824825506561	1497854	m	 	590	  	$a Bookplate: Ex libris Marcel Dunan. $5 FTaSU $9 LOCAL
990257130950306576	9910960669706561	8124183	m	f	590	  	$a 1-15-85, Foundation gift. FG4737. $5 FTaSU $9 LOCAL
990257134820306576	9910960741706561	8203678	m	 	590	  	$a 9-29-89, Foundation gift. FG9486. $5 FTaSU $9 LOCAL
990257137690306576	9910960751106561	8257267	s	 	590	  	$a Library holdings: vol. 1 no. 1. $5 FTaSU $9 LOCAL
990257137690306576	9910960751106561	8257267	s	 	590	  	$a 12-8-86, Foundation gift. v.1 no.1: FG6666. $5 FTaSU $9 LOCAL
990257141730306576	9910960754706561	8303408	m	 	590	  	$a 7-22-83, State gift. SG1611. $5 FTaSU $9 LOCAL
990257148680306576	9910960739506561	8460493	m	 	590	  	$a 6-1-88, Parker's Books, $12.00. FP8069. $5 FTaSU $9 LOCAL
990257151230306576	9910960701706561	8483534	s	 	590	  	$a Library holdings: v.1 (1978-1979), v.2 (1982-1983) $5 FTaSU $9 LOCAL
990257151230306576	9910960701706561	8483534	s	 	590	  	$a 5-9-89, permissions copies. v.1: FG9049; v.2: FG9050. $5 FTaSU $9 LOCAL
990257154480306576	9910960734906561	8534819	m	 	590	  	$a 11-7-83, State gift. SG2225. $5 FTaSU $9 LOCAL
990257166010306576	9910960737306561	8748212	m	 	590	  	$a 4-4-84, publisher, $6.95. FP3531. $5 FTaSU $9 LOCAL
990257168040306576	9910960693906561	8771966	m	 	590	  	$a 10-12-82, Foundation gift. FG172. $5 FTaSU $9 local
990257169650306576	9910960712206561	8813368	m	 	590	  	$a 1-15-88, exchange. FG7956. $5 FTaSU $9 LOCAL
990257170020306576	9910960717306561	8817197	m	 	590	  	$a 10-12-82, exchange. FG171. $5 FTaSU $9 LOCAL
990257172180306576	9910960673006561	8875166	s	 	590	  	$a Library holdings: 1982; 1983 $5 FTaSU $9 local
990257172180306576	9910960673006561	8875166	s	 	590	  	$a 11-16-82, publisher, v.1: $34.43; v.2: $20.83. v.l: S308; v.2: S309. $5 FTaSU $9 local
990257172180306576	9910960673006561	8875166	s	 	590	  	$a 10-25-83, publisher, v.1: $39.65; v.2: $26.05. v.1: FP1921; v.2: FP1920. $5 FTaSU $9 local
990257172980306576	9910604173406561	4364028	m	 	590	  	$a Duplicate copy missing when reclassed. $5 FTaSU $9 LOCAL
990257175650306576	9910960743906561	8935982	m	 	590	  	$a 11-3-82, exchange. FG219. $5 FTaSU $9 LOCAL
990257176550306576	9910960672806561	8949578	m	 	590	  	$a 2-1-85, publisher, $15.79. FP4738. $5 FTaSU $9 LOCAL
990257180220306576	9910960694806561	9020824	m	 	590	  	$a 4-22-86, publisher, $21.03. FP5975. $5 FTaSU $9 local
990257180730306576	9910960689306561	9029612	m	f	590	  	$a 1946, John Ringling Library. v.1 263; v.2: 264; v.3: 265; v.4: 266. $5 FTaSU $9 local
990257180730306576	9910960689306561	9029612	m	f	590	  	$a No. 55. $5 FTaSU $9 local
990257180730306576	9910960689306561	9029612	m	f	590	  	$a Note to the reader signed: John Stirling-Maxwell. $5 FTaSU $9 local
990257180730306576	9910960689306561	9029612	m	f	590	  	$a Editor's preface signed: Robert Guy. $5 FTaSU $9 local
990257181590306576	9910960676106561	9052922	m	 	590	  	$a 12-6-89, exchange. v.1: FG9652; v.2: FG9654; v.3: FG9653. $5 FTaSU $9 LOCAL
990257186170306576	9910960715606561	9110204	m	 	590	  	$a 7-23-86, Universe Pub. Co., $16.05. FP6375. $5 FTaSU $9 local
990257199560306576	9910640946406561	9331270	m	 	590	  	$a 10-25-83, Foundation gift. FG1863. $5 FTaSU $9 LOCAL
990257199850306576	9910640963006561	9334150	m	 	590	  	$a 10-22-86, publisher, $267.00. FP6640. $5 FTaSU $9 LOCAL
990257201720306576	9910640977006561	9366188	m	 	590	  	$a 2-4-87, publisher, $1.00. FP6969. $5 FTaSU $9 LOCAL
990257215790306576	9910640958406561	9542933	m	 	590	  	$a 9-1-83, Foundation purchase by M. Auping on N.Y. research trip, $18.00. FP1853. $5 FTaSU $9 LOCAL
990257219130306576	9910640922106561	9576942	m	 	590	  	$a 5-5-86, publisher, $7.16. FP6052. $5 FTaSU $9 local
990257219950306576	9910640975206561	9580594	m	 	590	  	$a 11-13-84, Foundation gift. FG4702. $5 FTaSU $9 LOCAL
990257240350306576	9910984852306561	25340422	m	 	590	  	$a Accompanying guide shelved separately under call no.: Micr LA229.U542 1991. $5 FTaSU $9 LOCAL
990257240640306576	9910640959206561	9839621	m	 	590	  	$a 2-28-83, exchange. FG663. $5 FTaSU $9 local
990257242160306576	9910984854506561	38987476	m	a	590	  	$a Part is missing p. 2-3 ; score is complete. $5 FTaSU $9 LOCAL
990257247730306576	9910640919306561	9946364	m	 	590	  	$a 12-7-89, Foundation gift. FG9703. $5 FTaSU $9 local
990257249790306576	9910640933906561	9968011	m	 	590	  	$a 4-21-86, exchange. FG5952. $5 FTaSU $9 LOCAL
990257249880306576	9910984902106561	35123150	s	 	590	  	$a Includes vol. 8, no. 27-v. 9, no. 40 of serial under its earlier title. $5 FTaSU $9 LOCAL
990257257040306576	9910640904606561	10043425	m	 	590	  	$a 9-1-88, Foundation gift. FG8339. $5 FTaSU $9 LOCAL
990257266140306576	9910640974706561	10151641	m	 	590	  	$a 10-27-83, exchange. FG2017. $5 FTaSU $9 LOCAL
990257267690306576	9910640952906561	10167396	m	 	590	  	$a 12-7-89, Foundation gift. FG9692. $5 FTaSU $9 local
990257268920306576	9910640931606561	10175949	m	 	590	  	$a Library copy in acid-free portfolio boards and interleaved with acid-free tissue. $5 FTaSU $9 LOCAL
990257268920306576	9910640931606561	10175949	m	 	590	  	$a 9-29-87, exchange. FG7576. $5 FTaSU $9 LOCAL
990257271360306576	9910640936006561	ocn261232796	m	 	590	  	$a 5-2-86, publisher, $214.67. S6011. $5 FTaSU $9 local
990257277450306576	9910640928006561	ocn219801911	s	 	590	  	$a 11-9-83, Print, $29.45. v.4: FP2397. $5 FTaSU $9 LOCAL
990257277450306576	9910640928006561	ocn219801911	s	 	590	  	$a 12-4-84, Print, $51.75. v.5: FP4728. $5 FTaSU $9 LOCAL
990257277450306576	9910640928006561	ocn219801911	s	 	590	  	$a 4-21-86, Print, $43.50. v.6: FP5955. $5 FTaSU $9 LOCAL
990257280000306576	9910640998206561	10299445	m	 	590	  	$a 10-10-86, exchange. FG6612. $5 FTaSU $9 local
990257283760306576	9910640947106561	10327230	m	 	590	  	$a 5-22-84, exchange. FG3632. $5 FTaSU $9 LOCAL
990257285570306576	9910640921006561	10347984	m	 	590	  	$a 11-13-84, exchange. FG4706. $5 FTaSU $9 LOCAL
990257296380306576	9910640951006561	10470129	m	 	590	  	$a 8-8-84, exchange. FG3989. $5 FTaSU $9 LOCAL
990257303050306576	9910640994706561	10536560	m	 	590	  	$a 7-9-92, Foundation gift. FG12978. $5 FTaSU $9 LOCAL
990257304380306576	9910640983806561	10558524	m	 	590	  	$a 7-15-85, Wittenborn, $79.00. FP5223. $5 FTaSU $9 local
990257312290306576	9910640957306561	10669715	m	 	590	  	$a 6-11-86, Foundation gift. FG6180. $5 FTaSU $9 LOCAL
990257331140306576	9910640972206561	10800879	m	 	590	  	$a 1988, Gift. SG8092. $5 FTaSU $9 local
990257331990306576	9910640942506561	10819584	m	 	590	  	$a 1988, Gift. SG8095. $5 FTaSU $9 LOCAL
990257336360306576	9910640924306561	10856794	m	 	590	  	$a 11-8-83, State gift. SG2233. $5 FTaSU $9 LOCAL
990257344370306576	9910640998506561	10956511	s	 	590	  	$a Library holdings: 1978 ed. (3 copies); 1982 ed. $5 FTaSU $9 local
